Price,Close,High,Return
Ticker,SPY,SPY,
Date,,,
2020-06-24,283.1436462402344,289.1214358180939,
2020-06-25,286.1791687011719,286.449200920641,0.010720786078886713
2020-06-26,279.3819274902344,285.28524025571556,-0.023751698077071337
2020-06-29,283.4881591796875,283.62782118716285,0.014697556589792882
2020-06-30,287.1196594238281,288.8329423047783,0.012810059702842214
2020-07-01,289.13079833984375,290.4064540771251,0.0070045322568697
2020-07-02,290.7230224609375,293.95400349200224,0.005506933644690015
2020-07-06,295.21099853515625,295.79760751701355,0.015437291605695735
2020-07-07,292.16619873046875,295.64857088394365,-0.01031397820472768
2020-07-08,294.4009094238281,294.51263904760174,0.007648765336543795
2020-07-09,292.7248840332031,295.25752615272114,-0.005693003441820665
2020-07-10,295.71380615234375,295.9838383688003,0.010210686833175497
2020-07-13,293.1531677246094,300.48106133856015,-0.008659177807935015
2020-07-14,296.9522399902344,297.7343758977281,0.01295934236396823
2020-07-15,299.680419921875,300.7884529328608,0.00918726840292683
2020-07-16,298.6934509277344,299.14968980715025,-0.003293405002562144
2020-07-17,299.5592956542969,300.3507516679263,0.0028987737222667675
2020-07-20,301.98016357421875,302.7343667985494,0.0080814314729718
2020-07-21,302.6226806640625,304.4104113727864,0.00212767978611228
2020-07-22,304.34527587890625,304.6618810669734,0.005692221121905927
2020-07-23,300.7138977050781,304.6897902319938,-0.011931771121931223
2020-07-24,298.7771911621094,299.8107186506547,-0.006440362609606232
2020-07-27,300.9560241699219,301.13293890023635,0.00729250114219826
2020-07-28,299.04718017578125,301.34704276942347,-0.006342601047463647
2020-07-29,302.7251281738281,303.2931250209833,0.012298888743525138
2020-07-30,301.64508056640625,302.06409517322885,-0.0035677501036573966
2020-07-31,304.0286865234375,304.13112429544833,0.00790202164926912
2020-08-03,306.142333984375,306.9151495195356,0.006952131672530726
2020-08-04,307.3248596191406,307.3248596191406,0.003862666163726214
2020-08-05,309.2336730957031,309.49441348854435,0.0062110610867212035
2020-08-06,311.3007507324219,311.4218006508972,0.006684516650549366
2020-08-07,311.5242004394531,311.8128447873176,0.0007177936657896122
2020-08-10,312.455322265625,312.64152884506143,0.0029889229307333842
2020-08-11,309.8760986328125,314.28961783933227,-0.008254695788538546
2020-08-12,314.1965026855469,314.9786385014679,0.013942359774749224
2020-08-13,313.62847900390625,314.9506791323378,-0.001807861248567466
2020-08-14,313.63787841796875,314.1779429337107,2.99698997117126e-05
2020-08-17,314.6341247558594,315.03449872445947,0.003176422257782807
2020-08-18,315.3139343261719,315.7422408144281,0.002160635216666318
2020-08-19,314.0009460449219,316.2169831053855,-0.004164066786505494
2020-08-20,314.9786071777344,315.4627783254969,0.0031135611058721313
2020-08-21,316.095947265625,316.31940649154194,0.003547352304025253
2020-08-24,319.2990417480469,319.3735186956646,0.010133298165098559
2020-08-25,320.4163818359375,320.50017906183126,0.003499353088482815
2020-08-26,323.6287536621094,323.89875747602053,0.010025616692147521
2020-08-27,324.3363952636719,325.7982576806448,0.002186584453806928
2020-08-28,326.431396484375,326.5617666679802,0.006459346688489909
2020-08-31,325.24884033203125,327.1017561389828,-0.0036226789612755494
2020-09-01,328.3122863769531,328.41469574057874,0.009418776226210568
2020-09-02,333.0609130859375,334.0385755995548,0.014463749625051259
2020-09-03,321.598876953125,331.83185523044534,-0.034414233800695304
2020-09-04,318.97320556640625,323.87086854358097,-0.008164429588793154
2020-09-08,310.2578430175781,319.0383079814321,-0.02732318074601947
2020-09-09,316.3846435546875,318.8707130978866,0.019747447727734846
2020-09-10,310.89111328125,318.93596088773944,-0.01736345421735974
2020-09-11,311.04931640625,313.75887354105794,0.0005088698847974804
2020-09-14,315.1462707519531,316.9340302710113,0.013171398005428214
2020-09-15,316.738525390625,318.46107151746924,0.005052430526538254
2020-09-16,315.4814453125,319.4293770117385,-0.0039688259474425225
2020-09-17,312.70672607421875,314.43862066458155,-0.008795189953351268
2020-09-18,309.1065979003906,313.6312458044341,-0.011512794173073382
2020-09-21,305.6663818359375,305.8159605137822,-0.01112954588423809
2020-09-22,308.7794494628906,309.34036245461033,0.010184527353825912
2020-09-23,301.6185302734375,309.6208045281686,-0.02319104850374354
2020-09-24,302.4224853515625,305.50746374408004,0.0026654697819665785
2020-09-25,307.3116760253906,308.10627163018916,0.016166756476934996
2020-09-28,312.4158935546875,313.1357140279997,0.016609253495708964
2020-09-29,310.7145690917969,312.9581924041424,-0.005445703941412305
2020-09-30,313.07037353515625,316.2488420251978,0.007581892443103921
2020-10-01,315.08026123046875,316.669481089299,0.006419923011612649
2020-10-02,312.08880615234375,315.0522788248847,-0.009494263672508718
2020-10-05,317.62310791015625,317.81005988773904,0.017733099197127178
2020-10-06,313.10772705078125,319.87602637009286,-0.014216159803625561
2020-10-07,318.55792236328125,319.3712332831514,0.017406773585041835
2020-10-08,321.381103515625,321.4465495310753,0.008862379348155702
2020-10-09,324.25115966796875,324.7185824068503,0.00893038240564814
2020-10-12,329.4675598144531,330.95396058750157,0.016087529653944665
2020-10-13,327.3174133300781,329.5049480681437,-0.006526125016939166
2020-10-14,325.2607421875,329.00012366118165,-0.006283414993580316
2020-10-15,324.8587646484375,325.34487396818486,-0.001235862454100789
2020-10-16,324.6625061035156,327.8970635893729,-0.000604134985042748
2020-10-19,319.7264404296875,326.5694861347501,-0.015203682535039342
2020-10-20,321.0072326660156,324.27919171533324,0.0040059002771457575
2020-10-21,320.3995666503906,323.1480143438587,-0.0018929978947148651
2020-10-22,322.1571044921875,322.7460617409328,0.0054854563636617115
2020-10-23,323.2508544921875,323.4471640460359,0.003395082662305704
2020-10-26,317.2771911621094,320.6332826945844,-0.01847996145118469
2020-10-27,316.18341064453125,317.95961118922406,-0.003447397254028428
2020-10-28,305.37664794921875,316.2115043495442,-0.03417877830238847
2020-10-29,308.4803466796875,311.6775025031877,0.010163510377469542
2020-10-30,305.264404296875,308.20916140224153,-0.010425112709536055
2020-11-02,308.68597412109375,310.70521515545505,0.011208545038520867
2020-11-03,314.1361083984375,316.2114663922025,0.017655918098843593
2020-11-04,321.1567687988281,325.27008249557827,0.022349103502249834
2020-11-05,327.42022705078125,329.24318689940026,0.019502806294195096
2020-11-06,327.345458984375,328.60750594280904,-0.0002283550624826436
2020-11-09,331.4588623046875,340.63905318330274,0.012565939766125966
2020-11-10,330.9726257324219,332.03833449972905,-0.0014669590334219773
2020-11-11,333.4312744140625,334.2632718677,0.007428555990695029
2020-11-12,330.19671630859375,333.47803259878674,-0.009700823988849971
